10,4,5,2,3,1,5,3,1,2,1,4,5,5,2,10,7,9,5,12,10,12,6,8,15,9,6,10,14,14,7,12,10,13,11,11,17,10,13,5,16,15,3,14,15,26,16,15,12,16,12,10,12,20,10,14,23,28,22,15,13,11,17,15,20,15,23,12,17,15,19,14,17,15,12,9,7,8,16,7,13,16,4,12,16,13,20,10,10,16,15,16,11,21,8,15,18,14,10,14,11,9,10,10,10,14,15,10,11,13,7,11,12,20,20,14,14,11,15,12,22,16,15,20,17,18,18,21,12,14,17,12,17,22,22,18,14,22,32,12,15,21,15,15,15,21,15,15,13,29,18,18,18,19,25,15,21,16,16,15,9,14,17,19,9,20,22,21,12,9,20,13,16,11,16,12,18,17,15,20,9,24,19,18,15,18,12,13,8,10,10,15,9,14,12,11,13,12,16,6,8,9,9,13,12,10,7,7,11,10,10,9,17,14,9,13,8,8,9,11,8,11,9,11,9,8,7,3,4,11,6,3,9,7,4,4,4,9,2,0,4,3,3,2,3,2,1,1,0,0,1,0,0,1,0,2,'cavalo'
379,111,103,99,101,79,77,51,45,36,25,20,24,21,17,18,21,14,12,14,17,14,6,9,8,15,13,10,20,18,11,12,11,15,17,16,27,25,17,14,25,21,19,17,23,18,21,20,22,17,15,13,16,17,13,17,15,15,12,8,17,13,19,14,12,13,11,13,8,11,10,14,7,11,10,11,11,11,11,14,8,7,12,10,11,6,6,11,10,6,10,20,7,13,13,5,10,14,11,11,13,11,10,16,8,6,12,18,11,10,17,4,11,13,13,10,13,10,11,18,14,14,23,14,13,18,13,9,12,12,10,10,8,14,10,4,5,6,9,5,7,9,6,3,4,6,1,6,7,8,4,9,3,6,4,5,3,5,2,0,3,3,5,7,5,4,5,7,5,4,3,3,3,7,2,3,4,1,8,5,4,3,2,6,7,3,6,2,4,1,2,2,2,1,2,1,3,2,0,2,1,2,2,0,4,1,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'cavalo'
2,0,4,2,2,4,6,3,12,5,16,14,13,18,29,17,16,13,22,28,20,31,23,27,24,23,16,14,18,13,18,18,10,16,8,16,9,10,12,12,15,7,9,11,12,10,7,19,13,8,8,20,11,11,12,11,12,14,5,13,13,10,7,12,10,11,11,13,12,10,12,6,11,17,7,13,16,12,17,8,11,9,10,13,10,10,11,13,13,13,13,19,11,13,9,14,12,8,13,12,13,14,9,14,16,13,14,12,13,19,11,14,16,13,17,13,17,10,14,15,9,16,11,11,15,15,4,10,13,12,14,13,13,14,14,12,9,15,16,5,10,11,21,17,14,16,17,15,13,14,14,11,11,13,12,13,12,14,16,13,12,11,8,19,17,8,7,11,10,14,10,17,13,11,7,9,17,17,8,15,7,16,13,13,18,18,8,12,17,13,14,10,13,7,13,12,8,14,11,6,9,9,11,9,13,12,10,11,6,9,6,11,14,11,10,10,7,13,11,14,10,12,5,18,6,17,10,7,9,7,9,10,5,9,14,9,12,5,10,7,10,5,10,3,6,1,4,2,4,4,7,6,10,7,9,51,'cavalo'
0,0,1,1,1,1,3,0,2,1,2,0,4,1,1,1,4,2,1,1,2,5,4,8,6,7,4,4,11,5,10,5,7,10,15,8,15,8,5,8,7,7,13,7,17,4,13,7,11,4,5,7,12,6,17,6,12,7,14,13,16,12,7,9,12,12,11,10,11,6,8,11,5,8,18,18,14,6,20,10,9,7,13,5,16,6,18,8,12,10,16,12,13,5,13,9,18,9,18,12,14,15,9,16,8,18,13,16,17,10,12,11,18,13,8,19,22,21,16,25,18,20,19,20,19,11,15,16,19,18,22,17,14,15,21,18,21,17,18,19,16,13,14,22,18,19,21,17,11,18,17,15,20,18,23,16,21,7,18,26,21,19,23,18,15,16,14,24,29,20,10,14,18,16,17,22,15,17,14,16,20,12,16,17,16,14,12,7,11,12,16,16,13,14,13,9,16,12,14,14,11,12,14,10,11,14,9,6,11,10,11,13,14,14,13,11,11,15,14,13,13,7,8,19,13,15,13,14,12,10,10,17,16,6,7,10,9,16,7,8,10,9,15,9,13,8,6,3,8,7,6,9,4,8,8,26,'cavalo'
1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,1,0,2,0,1,5,2,1,1,4,2,1,1,2,4,3,7,2,4,6,4,2,3,3,7,5,9,8,10,7,8,8,15,17,11,9,9,10,14,14,17,17,18,17,9,8,14,21,22,11,21,23,22,20,23,23,25,22,15,19,21,23,24,20,22,25,26,29,23,20,29,26,36,24,27,20,24,22,22,20,23,27,21,23,25,27,32,20,23,30,24,34,27,24,17,34,19,20,21,13,19,23,18,24,20,27,24,22,18,15,34,20,15,22,21,18,19,14,9,21,19,22,19,19,15,19,9,10,13,12,11,15,11,18,7,8,12,13,10,11,5,4,6,9,9,7,2,15,6,9,6,9,5,13,10,5,3,11,16,13,8,9,10,9,14,19,11,9,8,13,9,14,19,8,11,8,13,21,8,14,19,20,13,20,15,12,7,15,13,12,7,7,10,8,11,12,9,5,4,8,5,7,5,9,4,8,8,7,13,7,9,5,9,11,3,9,8,5,8,4,7,5,11,4,2,6,3,1,5,1,4,3,3,3,1,0,1,1,2,1,'cavalo'
1,1,0,1,0,0,0,0,1,1,0,0,1,3,3,2,2,3,4,8,7,6,4,12,13,9,10,22,8,10,11,19,11,17,18,12,11,17,19,18,20,13,25,20,19,18,17,12,17,20,15,13,10,9,19,14,14,11,16,11,8,13,10,13,16,8,7,11,7,12,7,8,8,16,21,13,7,16,16,17,17,22,11,21,20,16,12,20,17,11,12,18,22,14,22,24,13,26,14,23,21,13,19,19,24,26,24,20,15,31,23,22,24,14,29,28,26,17,21,23,21,33,22,16,24,25,33,21,26,35,26,31,26,30,25,24,34,36,37,29,24,23,18,22,21,23,23,24,27,25,21,23,18,22,16,21,22,23,28,18,17,14,16,11,10,10,15,16,9,8,18,11,10,7,9,10,7,5,10,5,2,7,10,13,5,6,9,8,6,11,3,2,5,2,9,11,3,2,6,6,3,4,4,2,8,6,2,6,5,2,5,6,7,1,2,3,3,0,1,4,1,4,6,2,1,1,3,2,4,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,'cavalo'
6,0,1,3,3,1,1,2,2,4,3,5,2,2,1,7,5,6,5,3,1,7,9,1,7,9,10,7,1,3,11,7,7,5,8,7,6,11,13,8,14,12,11,8,7,7,19,12,10,10,15,19,13,18,16,17,16,22,23,29,20,20,27,27,22,24,21,21,23,26,25,24,20,26,26,25,30,21,23,27,33,25,21,23,36,36,34,22,27,30,30,22,27,30,24,35,40,31,20,19,28,29,27,29,29,26,25,23,25,25,37,31,23,24,21,34,29,25,26,15,21,28,24,26,24,23,17,17,23,27,19,26,15,23,21,18,26,21,30,24,20,25,25,28,26,15,14,21,18,23,17,20,17,13,22,16,17,13,9,15,13,14,15,14,12,7,7,6,4,3,3,8,3,8,12,4,5,1,3,2,4,1,1,3,1,3,2,2,1,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'cavalo'
10,3,0,0,2,5,5,4,3,5,6,3,2,10,6,7,3,12,19,20,17,16,15,11,16,13,10,16,11,16,17,8,8,7,9,12,8,15,7,12,15,17,15,16,17,9,9,18,13,20,12,13,16,19,20,14,21,20,24,26,14,20,22,13,19,23,11,17,19,9,10,22,20,16,16,16,10,14,15,11,16,11,15,13,20,8,11,14,13,15,17,15,6,6,12,20,11,7,12,9,16,10,12,12,13,10,8,13,10,10,8,15,7,15,16,11,11,13,12,10,11,13,13,12,13,8,10,11,13,18,6,10,13,7,12,13,10,7,14,10,17,17,12,10,13,7,13,16,14,15,9,10,11,10,15,10,15,9,15,16,13,9,12,12,13,10,12,9,12,18,10,3,11,12,9,12,16,8,12,9,9,12,11,11,11,5,10,10,12,10,14,7,10,8,6,8,9,9,5,4,5,4,5,5,2,11,7,5,4,1,2,7,4,4,3,3,8,2,4,4,3,8,7,7,11,6,15,9,17,22,16,29,23,29,23,24,22,21,33,17,17,14,12,12,11,13,15,14,7,11,13,14,13,7,6,77,'cavalo'
4,2,2,1,0,1,1,2,1,0,3,3,5,2,4,4,10,3,8,13,14,18,17,19,22,26,33,22,25,40,31,31,35,42,31,34,26,40,29,33,31,35,27,35,32,35,34,42,23,34,31,28,31,30,29,20,28,24,20,29,22,10,13,20,30,19,8,16,17,12,18,14,13,16,12,13,9,6,8,9,10,5,9,9,12,8,8,10,7,8,6,5,3,7,8,2,3,3,4,6,6,1,4,3,5,8,3,3,8,6,3,5,9,6,1,5,7,4,5,9,5,3,3,5,3,1,1,3,3,6,3,3,5,3,3,7,2,3,2,5,7,5,3,1,6,2,3,3,5,5,4,2,4,5,3,6,3,2,3,2,5,2,4,2,6,8,4,4,7,8,2,10,3,1,5,3,3,4,4,2,3,3,5,1,4,8,5,9,3,4,5,4,4,6,3,2,4,6,6,4,5,5,8,7,5,5,6,3,7,5,2,9,11,4,11,5,11,6,4,12,9,4,10,5,7,5,5,2,9,5,4,7,6,9,4,6,8,10,10,10,15,17,7,13,18,16,14,22,35,18,28,60,44,64,110,252,'cavalo'
8,1,2,0,1,0,2,3,3,3,1,0,4,1,4,5,6,4,7,7,1,6,12,7,9,5,8,1,5,2,13,9,7,10,10,8,3,12,14,10,11,10,11,2,11,9,6,6,7,12,7,9,8,7,10,10,10,11,10,14,9,6,9,6,12,8,11,13,16,16,13,13,18,19,15,16,25,17,21,23,25,25,24,27,27,24,23,35,24,25,26,39,31,22,24,18,32,14,16,23,11,20,25,16,14,17,12,11,14,22,19,20,15,30,19,28,33,22,28,25,43,44,38,32,33,35,35,46,28,26,33,26,30,25,24,25,13,17,29,23,35,28,20,34,33,29,24,21,19,15,18,14,18,9,7,13,13,11,8,12,6,13,7,9,10,5,6,7,12,8,7,10,9,9,7,9,8,11,13,9,10,8,9,6,5,8,7,7,6,6,11,6,7,6,11,8,4,10,7,7,9,6,7,5,10,2,10,9,6,5,3,7,3,2,4,1,9,3,3,3,3,6,5,3,3,1,2,4,4,4,2,4,2,1,2,3,1,4,3,2,1,2,0,1,0,2,0,1,1,0,0,1,0,0,0,1,'cavalo'
